clean_tweet,Compound_Score,Sentiments
"Tak hanya perebutan tiket Piala Asia, ajang ini juga menjadi ajang uji coba Stadion Gelora Bung Tomo (GBT) sebagai kandidat tuan rumah Piala Dunia U-20 2023. https://t.co/EDxVupCZ5R",-0.4168,Negatif
"1930 didirikan di Solo 19 Apr
1938 Indonesia bergabung dengan piala dunia Prancis
1952 Bergabung dengan FIFA
1954 Bergabung dengan AFC
Tuan Rumah Asian Games 1962
1979 Indonesia ikut Piala Dunia U-20 Jepang
2007 Menjadi tuan rumah Piala Asia bersama Thailand, Malaysia & Vietnam

Prestasi NOL!!!",0.0,Netral
"Stadion Internasional Jakarta (4,5 Triliun)
Gagal Tuan Rumah Piala Dunia U-20 (X)
Gagal jadi markas Persija (X) Gagal standar Liga 1 (X) Gagal standar FIFA (X)
Jadi apa yang bisa dibanggakan?!
#JakartaBungHajat #AniesBaswedan https://t.co/PiLgXlxGGC",-0.8858,Negatif
"Indonesia Becomes Host of the U-20 World Cup, Jokowi Asks Menpora to Fix Stadiums According to FIFA Standards.

#JENOxVOGUE
iOS 16
seokjin
Concert
Bjorka
Sabrina
Fikri
Zendaya https://t.co/ajMjjzgbj7",0.0,Netral
"Piala dunia u-20 awalnya diadakan pada tahun 2021. Karena pandemi, maka ditunda oleh FIFA hingga tahun 2023.

Tawaran menjadi tuan rumah Piala Dunia U20 pada 24 Mei 2019. Saat itu, JIS masih berupa tanah. TIDAK mungkin JIS bisa diikutsertakan di Piala Dunia U-20 VENEU.",-0.5766,Negatif
"Stadion Internasional Jakarta (4,5 Triliun):

✖️ Gagal menjadi tuan rumah Piala Dunia U-20
✖️ Gagal jadi markas Persija
✖️ Standar Liga 1 gagal
✖️ Gagal standar FIFA
✖️ Kualifikasi AFC Gagal
✖️ Gagal melawan Curacao
✖️ Gagal memboyong Barca & Juve

✅ Sukses menjadi tempat ibadah",-0.9493,Negatif
"Pendukung Anies tidak paham? Apa yang membuat JIS tidak layak menggelar FIFA Match Day? Oi, akses dan fasilitas pendukung. Tahukah Anda bahwa GBT harus berpakaian luar biasa untuk menjadi tuan rumah Piala Dunia U-20. Juga di sekitar GBT.",0.2153,Positif
"Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup.

#KawalJokowi https://t.co/vXSpRIE78q",0.7096,Positif
"Indonesia Tuan Rumah Piala Dunia U-20, Presiden Jokowi Minta Jajaran Percepat Persiapan. https://t.co/89h8Ydh5AN",0.0,Netral
"Kualifikasi Piala AFC U-20 Grup F akan segera berlangsung di Stadion Gelora Bung Tomo, Surabaya, 14-18 September 2022. Pemkot Surabaya mengajak warga untuk bisa hadir secara tertib dan tertib serta menunjukkan bahwa mereka baik. tuan rumah ke dunia luar. https://t.co/Pl9ZiteCp1",0.4404,Positif
"Entah salah siapa 😅

 Nilai JIS (4,5 Triliun):

✖️ Gagal menjadi tuan rumah Piala Dunia U-20
✖️ Gagal jadi markas Persija
✖️ Gagal memenuhi standar Liga 1+ standar FIFA dan PSSI
✖️ Kualifikasi AFC Gagal
✖️ Gagal memboyong Barca & Juve

✅ Sukses jadi tempat ibadah https://t.co/Diqmwjwpdb",-0.8608,Negatif
"Indonesia Tuan Rumah Piala Dunia U-20, Jokowi Minta Menpora Perbaiki Stadion Sesuai Standar FIFA https://t.co/F8wmpJSPUZ https://t.co/W8Zs3lNF5W",0.0,Netral
"Stadion Internasional Jakarta (4,5 Triliun):

✖️ Gagal menjadi tuan rumah Piala Dunia U-20
✖️ Gagal jadi markas Persija
✖️ Standar Liga 1 gagal
✖️ Gagal standar FIFA
✖️ Kualifikasi AFC Gagal
✖️ Gagal melawan Curacao
✖️ Gagal memboyong Barca & Juve

✅️ Sukses jadi tempat ibadah https://t.co/whUlCkpIMV",-0.9493,Negatif
"Itu fasilitas khusus Pusnas Piala Dunia U-20, bukan anggaran tahunan PSSI.

Kasus khusus karena Indonesia adalah tuan rumah.",0.6597,Positif
"Stadion Internasional Jakarta (4,5 Triliun):

✖️ Gagal menjadi tuan rumah Piala Dunia U-20
✖️ Gagal jadi markas Persija
✖️ Standar Liga 1 gagal
✖️ Gagal standar FIFA
✖️ Kualifikasi AFC Gagal
✖️ Gagal melawan Curacao
✖️ Gagal memboyong Barca & Juve

✅️ Sukses jadi tempat ibadah https://t.co/cJtXCJLpQZ",-0.9493,Negatif
"Saya sangat ingin INA menjadi tuan rumah piala dunia tim senior, sebelum Messi, Ronaldo, Ramos, Di Maria, dkk pensiun.

Tapi, ya, kemungkinannya kecil.

Jadi silahkan saja SUGBK untuk piala dunia U-20.

Kalau konser bisa setiap tahun. Kalau acara bola besar, tidak setiap tahun ada.",0.7954,Positif
"Kalau minta konser besar, jangan bilang GBK saja, tidak lengkap, lengkap dengan Stadion Gelora Bung Karno (SUGBK), tapi tolong tunggu Piala Dunia U-20 2023 selesai agar rumput tidak rusak. Ingin membuktikan ke negara lain bahwa INA bisa menjadi tuan rumah piala dunia 🥺",0.6933,Positif
"goblog sia.
jika manajemen PSSI tidak mematuhi FIFA, berarti mereka telah dicadangkan.
Faktanya, PSSI dipercaya oleh FIFA,
mulai menjadi Tuan Rumah Piala Dunia U-20,
Dan juga termasuk dalam Pilihan Piala Asia 2023.
kamu idiot jangan berisik.",-0.5423,Negatif
Menpora menyatakan bahwa FIFA mengapresiasi komitmen Pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. Di tahun 2023 mendatang. https://t.co/gu8bkqmxRM,0.7096,Positif
Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup.,0.7096,Positif
Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/iBGGV7rQAH,0.7096,Positif
"Pak Jokowi meminta kabinetnya mempercepat penyelesaian persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023.

Beristirahat Dalam Damai | FIFA | Erika
#ceritahaid #ShopeeIDxSTAYC https://t.co/tpElhPkw21",0.5423,Positif
"Indonesia sukses dipercaya menjadi tuan rumah piala dunia U-20 2023 #Jokowi
#BangunNKRI
#IndonesiaMembuild https://t.co/vwyCUNZatt",0.6124,Positif
Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/z2X8PJHbUP,0.7096,Positif
Presiden Jokowi memimpin rapat persiapan Indonesia menjadi tuan rumah FIFA U-20 World Cup 2023 https://t.co/o4NerkMKDa,0.0,Netral
"Siap Meroket, Indonesia Bakal Tuan Rumah Piala Dunia U-20 2023

https://t.co/na9MCjG6yI",0.3612,Positif
Persiapan Tuan Rumah FIFA U-20 World Cup 2023 https://t.co/EBd7ge7bKF,0.0,Netral
Persiapan Tuan Rumah FIFA U-20 World Cup 2023 https://t.co/EBd7ge7JAd via,0.0,Netral
"Namun karena situasi pandemi Covid-19, FIFA menunda perhelatan tersebut hingga tahun 2023. Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/IgUmUQl9Vk",0.6249,Positif
"Namun karena situasi pandemi Covid-19, FIFA menunda perhelatan tersebut hingga tahun 2023. Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/FyOCGv2mR6",0.6249,Positif
Menpora juga menyatakan Pipa mengapresiasi komitmen Pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/3e86CqRinh,0.7096,Positif
"Kamis, 8 September 2022 Presiden menggelar rapat pembakaran di Istana Merdeka, Jakarta, terkait persiapan Indonesia menjadi tuan rumah Piala Dunia FIFA U-20 tahun 2023. https://t.co/O6uonNyrCE",0.0,Netral
Ketua Umum PSSI Mochamad Iriawan mengikuti rapat kabinet terbatas yang digelar Presiden Joko Widodo terkait persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023. https://t.co/Moc3G9wug3 https://t .co/Moc3G9wug3 https://t.co/Moc3G9wug3 https://t.co/Moc3G9wug3 https://t.co/Moc3G9wug3 t.co/IRhzpgS0C6,-0.2263,Negatif
"Temui Indonesia Tuan Rumah Piala Dunia U-20, Presiden Minta Menpora Tetapkan Standar FIFA https://t.co/gnrL3KKZec https://t.co/CK45MEyoYm",0.0,Netral
Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup.,0.7096,Positif
"Jadi Tuan Rumah, Presiden Jokowi Minta Persiapan Piala Dunia U-20 2023 Dipercepat - https://t.co/q1mJ5npelz",0.0,Netral
"Indonesia akan menjadi tuan rumah Piala Dunia U-20 pada tahun 2023⚽️. Perekonomian Nasional Semakin Meroket!

Hari ini saya hadir langsung dalam Rapat Terbatas membahas Perkembangan Persiapan FIFA U-20 World Cup 2023 bersama Bapak Presiden di Istana Merdeka. https://t.co/GkuJ1N3OZI",-0.2942,Negatif
Jokowi meminta kabinetnya mempercepat penyelesaian persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023. #TempoBola https://t.co/XmI2SCgTOK,0.0,Netral
"Indonesia Tuan Rumah Piala Dunia FIFA U-20 2023, Presiden Jokowi Gelar Rapat Terbatas https://t.co/D6KJqMYxea",-0.2263,Negatif
Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/L3g0YVFVvn,0.7096,Positif
"Indonesia telah ditetapkan sebagai tuan rumah FIFA U20 World Cup pada tahun 2021, namun karena pandemi, FIFA menunda acara tersebut. Menpora juga menyatakan FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah Piala Dunia U-20. https://t.co/w4kYVzC15Q",0.7684,Positif
"Jadi Tuan Rumah Piala Dunia U-20 2023, Presiden Perintahkan Percepatan Persiapan https://t.co/do7wpy4eqK",0.0,Netral
"Indonesia Tuan Rumah Piala Dunia FIFA U-20 2023, Presiden Jokowi Gelar Rapat Terbatas https://t.co/D6KJqMYxea",-0.2263,Negatif
"Indonesia Tuan Rumah Piala Dunia U-20, Jokowi Minta Siapkan Infrastruktur Sesuai Standar FIFA https://t.co/Q5zS129fqr",0.0,Netral
Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/7CGxibQ6Lx,0.7096,Positif
"Jadi Tuan Rumah Piala Dunia U-20, Jokowi Minta Menpora Segera Penuhi Standar FIFA: Presiden Jokowi memerintahkan Menpora segera memperbaiki fasilitas stadion sesuai standar FIFA agar bisa menjadi tuan rumah Piala Dunia U-20. https://t.co/uO5ETYKtyb",0.4404,Positif
Jokowi Pastikan Kesiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 https://t.co/0j7WsHx03S,0.25,Positif
Jokowi Pastikan Kesiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 https://t.co/K60Sh2IB2B,0.25,Positif
"Indonesia ditetapkan sebagai tuan rumah Piala Dunia FIFA U20 2021. Namun karena pandemi, FIFA menundanya hingga 2023. Menpora juga menyatakan FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/yuqs9xQ9Y3",0.6249,Positif
Jokowi Pastikan Kesiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 https://t.co/3JkXauaPLf,0.25,Positif
Menpora juga menyatakan bahwa FIFA mengapresiasi komitmen pemerintah Indonesia dalam mempersiapkan diri menjadi tuan rumah FIFA U-20 World Cup. https://t.co/xZ9MxTjgJI,0.7096,Positif
"FIFA Puji Komitmen Jokowi Tuntaskan Persiapan Tuan Rumah Piala Dunia U-20

FIFA telah menunjuk Indonesia sebagai tuan rumah Piala Dunia U20 yang akan berlangsung pada 2021. Namun pelaksanaannya terpaksa ditunda karena pandemi Covid 19.
 https://t.co/VgYM4QuomM",0.6249,Positif
"Siapkan Tuan Rumah Piala Dunia U-20, Jokowi Perintahkan Menpora Perbaiki Sarana Olahraga https://t.co/FHRuElSolO #TempoNasional",0.0,Netral
"[Berita EQ #27]

Setelah tertunda hampir dua tahun, Indonesia ditunjuk menjadi tuan rumah Piala Dunia U-20 yang akan diselenggarakan pada tahun 2023. Dengan nama ""Piala Dunia"", dipastikan acara tersebut akan disaksikan oleh mata dari seluruh dunia. . Oleh karena itu, Indonesia juga punya - (1/2) https://t.co/AmX6WnuwWJ",-0.0516,Negatif
"Saya berharap untuk menjadi tuan rumah, meskipun itu tidak mungkin. Tapi harus optimis. Ya nggak apa-apa Piala Dunia U-20 di Indonesia, biar selebrasi juga Piala Asia.",0.9091,Positif
"Apakah Piala Dunia U-20 dan tawaran Indonesia menjadi tuan rumah Piala Asia 2023 menjadi salah satu faktor penyebab kenaikan harga BBM? Karena anggaran negara kurang? Ini pertanyaan, karena ada tanda (?)",0.0,Netral
"Lebih baik Korea Selatan, Indonesia tuan rumah Piala Dunia U-20 2023 tahun depan, Qatar juga tuan rumah Piala Dunia 2022...",0.4404,Positif
"(3/3) Sebelumnya, Indonesia mengajukan proposal menjadi tuan rumah Piala Asia 2023 pada akhir Juni lalu. Piala Asia 2023 akan berlangsung pada 16 Juni hingga 16 Juli atau hanya berselang lima hari dari Piala Dunia U-20 2023 yang juga akan digelar di Indonesia.",0.0,Netral
"Ketua Umum PSSI Mochamad Iriawan memberikan update terbaru terkait persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023. Apakah akan ada lebih sedikit tempat???
https://t.co/bYWo1iOrJn

#BanggaSepakBolaKita",0.0,Netral
"Ketua Umum PSSI Mochamad Iriawan memberikan update terbaru terkait persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023. Apakah akan ada lebih sedikit tempat???
https://t.co/4YpYYCChsl

#BanggaSepakBolaKita",0.0,Netral
"Ajang AFC U-20, Referensi Final Venue Piala Dunia U-20.

Surabaya (https://t.co/ksziGGp1k3) – Berencana menggelar event tahunan, Kota Surabaya bersiap di Stadion… https://t.co/SpUYtZ2TQa #pialaasiau20 #pialaduniau20 #pssi #stadiongelorabungtomo #olahraga",0.0,Netral
"Tuan Rumah Piala Dunia U-20, Stadion Indonesia Masih Rekor FIFA https://t.co/ZqHsQpYYzL via",0.0,Netral
Pemerintah dan PSSI Sedang Tuntaskan Persiapan Tuan Rumah Piala Dunia U-20 2023 https://t.co/YdC5AjUtNM,0.0,Netral
"Isu GBT Batal Tuan Rumah Piala Dunia U-20, Eri Cahyadi: Saya Belum Terima Surat dari PSSI https://t.co/dNSPe6FwA6",0.0,Netral
"Surabaya Jadi Tuan Rumah Piala AFC U-20 2023, Wali Kota Eri Cahyadi: Kami Terapkan Semua Persyaratan di Piala Dunia

#CelebritiesDotID #InfoCelebTerkini #Surabaya #PialaAFFU-20 #2023 #EriCahyadi

https://t.co/c6uO6vP6k7",0.0,Netral
"Stadion Gelora Bung Tomo atau GBT dikabarkan batal menjadi tuan rumah Piala Dunia U-20, Wali Kota Surabaya Eri Cahyadi mengaku belum mendapat kabar. #stadiumgbt https://t.co/womi84873W",0.1027,Positif
"#BeritaJatim
GBT Dibatalkan Menjadi Tuan Rumah Piala Dunia U-20, Wali Kota Eri Bereaksi Seperti Ini
#gelorabungtomo
#worldcupU20
#walikota
https://t.co/eM13gp2cUh",0.3612,Positif
"#GadisRemajaJKT48
Tahun depan Indonesia akan menjadi tuan rumah Piala Dunia U-20",0.0,Netral
"2023 U-20 World Cup Logo Launched, Menpora: Let's Make Indonesia a Success as Host

 #Sindonews #NotBeritaBiasa. https://t.co/NgOFTjFlCv",0.6369,Positif
"Dukungan Masyarakat Kunci Sukses Indonesia Menjadi Tuan Rumah Piala Dunia U-20 2023
#Piala DuniaU20 #Timnas Indonesia https://t.co/ngUVw1MYlh passing.com",0.7506,Positif
"Logo Resmi Piala Dunia U-20 Rilis, Menpora: Doakan Indonesia Sukses Jadi Tuan Rumah https://t.co/vR0SzVl8RW",0.7184,Positif
FIFA pada 17 Agustus 2022 baru saja merilis logo Piala Dunia U-20 Indonesia 2023. Saya tidak sabar untuk menjadi tuan rumah. https://t.co/uSRwtzNc1F,0.0,Netral
"Sibuk ngurusin kejuaraan U-16 Euforia Indonesia, tapi gak sadar kita tuan rumah piala dunia U-20. Be https://t.co/fQeoXbwNH7",0.4678,Positif
"Tuan Rumah Indonesia, Emblem Resmi Piala Dunia U-20 Diluncurkan: Emblem Resmi Piala Dunia U-20 Indonesia 2023 telah diluncurkan di FIFA+. Peluncuran tersebut bertepatan dengan perayaan Hari Kemerdekaan Indonesia.",0.25,Positif
Timnas meraih juara 1 Piala Dunia U-20 karena tuan rumah otomatis lolos tanpa Piala Asia,0.5719,Positif
Indonesia akan menjadi tuan rumah Piala Dunia U-20 tahun depan. Desain logo FIFA yang baru diluncurkan mewakili semangat Indonesia yang sangat antusias terhadap sepak bola. https://t.co/RBjUzIb11v,0.8481,Positif
Indonesia menjadi tuan rumah Piala Dunia U-20 2023. https://t.co/cbX8H29b7N,0.0,Netral
"Tetap senang Indonesia lolos ke Piala Dunia U-20 meski lolos karena memang tuan rumah. Piala Dunia U20 harus menjadi ""pemicu maksimal"" bagi federasi dan klub untuk belajar bagaimana menciptakan Timnas berkualitas tinggi secara konsisten di level Asia dan Dunia.",0.7003,Positif
"Hal yang paling memalukan adalah Timnas U-19 di era Evan Dimas dan kawan-kawan yang begitu heboh dengan target masuk Piala Dunia U-20 di Selandia Baru hingga menggelar tur Nusantara sebanyak 2 jilid, satu-satunya yang lolos di SEA adalah Vietnam dengan tuan rumah saat itu, Myanmar, saat juara timnya Marko Grujic alias Serbia 🤣",0.8866,Positif
Stadion GBT Surabaya dikabarkan batal dijadikan salah satu venue tuan rumah Piala Dunia U-20 2023. Ketua (Ketum) PSSI Mochamad Iriawan... https://t.co/m4TeVFm14M,0.0,Netral
Surabaya Batal Jadi Tuan Rumah Piala Dunia U-20 2023? Berikut Penjelasan Ketua PSSI https://t.co/cCWyuais7m,0.0,Netral
"Penjelasan PSSI usai Persebaya gagal menjadi tuan rumah Piala Dunia U-20 2023.

https://t.co/UzEMFwc6gI",-0.5106,Negatif
PSSI Tanggapi Kabar Stadion GBT Dibatalkan Jadi Tuan Rumah Piala Dunia U-20 https://t.co/yvLhl6HjEy,0.0,Netral
Ini Alasan Indonesia Jadi Tuan Rumah Piala Dunia U-20 2023 - Sportsstars - https://t.co/4mjs1vtIzt,0.0,Netral
"Ini Alasan Indonesia Jadi Tuan Rumah Piala Dunia U-20 2023 – Bintang Olahraga – https://t.co/5NG2GbT7zp – #Arenanews - [""https://t.co/iReIvKhB8g""]",0.0,Netral
Satu Stadion di Indonesia Dibatalkan Jadi Tuan Rumah Piala Dunia U-20 2023? - Semua Halaman - Bolasport - https://t.co/SYBQBbTjUX,0.0,Netral
"Satu Stadion di Indonesia Dibatalkan Jadi Tuan Rumah Piala Dunia U-20 2023? – Semua Halaman – Bolasport – https://t.co/Hlz9JTQDd– #Arenanews - [""https://t.co/nqALVxvzG2""]",0.0,Netral
mari menjadi tuan rumah yang baik. Bagaimana Anda ingin menjadi tuan rumah piala dunia U-20?,0.4939,Positif
"Soalnya GBK hampir bisa dipastikan tidak bisa dipakai untuk konser, karena menjadi tuan rumah Piala Dunia U-20, GBK salah satu tempatnya.",-0.2247,Negatif
"Secara hukum, Indonesia telah menjadi tuan rumah Piala Dunia U-20 2023 dan Piala Asia 2023 yang akan digelar tahun depan. Didasarkan oleh FIFA dan AFC.

#KemenporaRI #PSSI #PialaDuniaU202023 #PialaAsia2023 #WorldCupU202023 #AFCCup2023 #FIFA #AFC #G20Indonesia #RecoveryTogether #RecoveryStronger",0.1027,Positif
"Berarti kembali ke kesadaran suporter itu sendiri gan
Artinya, selain federasi, suporter juga harus berkembang
Semoga apa yang terjadi di JIS tidak terjadi lagi
Masalahnya adalah Anda ingin menjadi tuan rumah piala dunia U-20",0.8402,Positif
"Terlalu Ketat Gelar Piala Dunia U-20, Indonesia Dinilai Media Online Korsel Tak Layak Jadi Tuan Rumah Piala Asia 2023!
https://t.co/i2bxGlZ45c",0.0,Netral
"Gubernur Jatim Khofifah Indar Parawansa meminta Wali Kota Eri Cahyadi menindaklanjuti arahan FIFA terkait kekurangan Surabaya dalam penyelenggaraan Piala Dunia U-20.
https://t.co/PWRWpjxarR",0.0,Netral
Gubernur Khofifah dan Wali Kota Eri Tingkatkan Kesiapsiagaan Surabaya Menjadi Tuan Rumah Piala Dunia U – 20 https://t.co/8cqnymNT3r,0.4404,Positif
"Terlalu Ketat Gelar Piala Dunia U-20, Indonesia Dinilai Media Online Korsel Tak Layak Jadi Tuan Rumah Piala Asia 2023!
https://t.co/i2bxGlHsGC",0.0,Netral
"Terlalu Dekat dengan Piala Dunia U-20, Indonesia Dinilai Tak Layak Jadi Tuan Rumah Piala Asia 2023 - https://t.co/kpmQt1cweG https://t.co/NuDgR7SClU via https://t.co/m1Qmekvz3y

#m88mansion #m88mansionindo #m88indo #m88laliga",0.0,Netral
"Sebelum maju sebagai calon tuan rumah Piala Asia 2023, Indonesia lebih dulu ditunjuk FIFA menjadi tuan rumah Piala Dunia U-20 2023. Lalu apa alasan media Korsel menyebut Indonesia tak layak menjadi tuan rumah Piala Asia?

https://t.co/MvnGLIb9vE",0.0,Netral
"Sebelum maju sebagai calon tuan rumah Piala Asia 2023, Indonesia lebih dulu ditunjuk FIFA menjadi tuan rumah Piala Dunia U-20 2023. Lalu apa alasan media Korsel menyebut Indonesia tak layak menjadi tuan rumah Piala Asia?

https://t.co/UUtJEDIb7G",0.0,Netral
Indonesia Dinilai Tak Layak Jadi Tuan Rumah Piala Asia 2023: Dekat dengan Piala Dunia U-20! https://t.co/cmSKzVcPtw,0.0,Netral
"Bertemu Walikota Eri, Khofifah Minta Kesiapan Surabaya Tuan Rumah Piala Dunia U – 20 https://t.co/L6kWP85GMo",0.25,Positif
"Seperti kita ketahui, Indonesia memiliki agenda menjadi tuan rumah Piala Dunia U-20 2023 dan Australia menjadi tuan rumah Piala Dunia Wanita 2023.
 
Akumulasi peristiwa tersebut akan menyebabkan tertundanya persiapan Piala Asia 2023.",0.0,Netral
"Sebelum maju sebagai calon tuan rumah Piala Asia 2023, Indonesia lebih dulu ditunjuk FIFA menjadi tuan rumah Piala Dunia U-20 2023. Lalu apa alasan media Korsel menyebut Indonesia tak layak menjadi tuan rumah Piala Asia?

https://t.co/aqlGLkpp4g",0.0,Netral
Gubernur Khofifah Temui Wali Kota Eri Bahas Kesiapan Surabaya Tuan Rumah Piala Dunia U-20 https://t.co/U2qZVeHYDa,0.25,Positif
"Bisakah kamu membawa kembali buk Tisha.
Agara agar bisa menjadi tuan rumah piala dunia u-20.",0.0,Netral
Media Vietnam menyoroti kegagalan timnas U-19 Indonesia di Piala AFF U-19. Indonesia disebut-sebut kehilangan kebanggaan sebagai tuan rumah Piala Dunia U-20 2023. #kumparanBOLA https://t.co/JZnpxI2bUI,-0.4939,Negatif
"Timnas Indonesia U-19 akan berangkat ke Eropa selama 50 hari untuk menjalani training camp (TC) sebagai persiapan Piala Dunia U-20 2023. dimana Indonesia akan menyandang status Tuan Rumah
.
.
https://t.co/E2d6q7iE85",0.0,Netral
setidaknya Indonesia pernah mengikuti piala dunia U-20 yang tercatat dalam sejarah meski melalui jalur tuan rumah,0.0,Netral
"Dengan segala hormat untuk Pak Iwan bule, minta federasi juga bekerja maksimal untuk pembinaan usia muda untuk membuat liga U-16 U-18 lagi (bukan turnamen) agar bisa bersaing apalagi tahun depan menjadi tuan rumah dunia U-20 cangkir",0.6597,Positif
Kue boikot AFF antar Indonesia diboikot bukan menjadi tuan rumah piala dunia U-20..😂😂😂😂,0.765,Positif
"Sudahlah, jangan berkecil hati dengan U-19, lupakan saja AFF juga tidak masuk kalender FIFA, fokus saja Piala Dunia U-20 menjadi tuan rumah.",0.092,Positif
"""Tahun 2023, Timnas Indonesia kelompok usia U-20 lolos ke piala dunia karena menjadi tuan rumah. Itupun tanpa poin di fase eliminasi grub""",0.0,Netral
"Ada juga kegunaan JIS setelah gagal menjadi tuan rumah piala dunia FIFA U-20. Sayang pakai uang pinjam dari pemerintah pusat jadi mahal, nggk ngapa-ngapain, mending jadi tempat solat kadrun, ok drunnn...",-0.3182,Negatif
"Suka tidak suka, Israel akan bermain di Indonesia,
Tahun 2023, di Piala Dunia U-20, di enam stadion di Jakabaring, GBK, Si Jalak Harupat, Manahan, Bung Tomo, Kapten I Wayan Dipta. Jadilah tuan rumah yang baik

https://t.co/mMQWyyKNG0 https://t.co/0ajuBwkHUN",0.521,Positif
Keuntungan Indonesia di tahun yang sama tahun 2023 Indonesia juga akan menjadi tuan rumah piala dunia U-20. yang berarti infrastruktur yang dibutuhkan untuk Piala Asia sudah siap.,0.6597,Positif
"Mudah-mudahan malam ini tidak ada lagi suar, asap dan atau petasan, lob, sesuai aturan FIFA.

Semoga tidak ada sanksi bagi Indonesia selaku penyelenggara mengingat kita akan menjadi tuan rumah Piala Dunia U-20 dan mencalonkan diri untuk Piala Asia 2023.

#bolalobsepakbola https://t.co/5JQKGQMCA4",0.25,Positif
"Ingat, kami ingin mencalonkan diri untuk Piala Asia 2023 dan kami juga akan menjadi tuan rumah Piala Dunia U-20.",0.0772,Positif
"Setelah hampir tiga tahun saya tidak merasa ingin menonton sepak bola langsung, tapi kok masih ada orang yang ""mencemooh"" lagu kebangsaan negara lain... kita menjadi tuan rumah Piala Dunia U-20 tahun depan, saya bisa ' ga kebayang 🫣 https://t.co/A3yJkb01qp",-0.1419,Negatif
"Pembukaan FORNAS di Sumsel Luar Biasa, Siap Jadi Tuan Rumah Piala Dunia U-20 https://t.co/i9ypWYtxNU via.com",0.3612,Positif
"Menteri Pemuda dan Olahraga RI, Zainuddin Amali, meminta masyarakat dan pemerintah daerah di Sumsel mempersiapkan diri menjadi salah satu tuan rumah Piala Dunia U-20. #publisherstory https://t.co/eFhruwZTyr",0.0,Netral
"🤣🤣🤣 Pak Dayat Penyelenggara FIFA U-20 World Cup, Indonesia ditunjuk sebagai tuan rumah. Mengapa Anda Sangat Mencurigakan Sekolah Tinggi Israel? Jagalah partaimu dan kadermu yang doyan pangkal paha bahkan ada yang terlibat teroris",0.8228,Positif
"Indonesia ditunjuk sebagai tuan rumah Piala Dunia U-20 oleh FIFA sebelum Israel lolos ke Piala Dunia U-20. Konsekuensinya ya harus kita terima, bukan berarti kita tidak cinta Palestina. Kami menghormati FIFA. Bagi yang belum tahu Israel adalah sahabat Malaysia.",0.8037,Positif
"letakkan pikiran Anda di atas lutut Anda, jangan campurkan olahraga dan politik. mau samakan jaman soekarno dengan sekarang, indonesia tuan rumahnya.... ngerti gak?

HNW Kritik Menpora Izinkan Timnas Israel Ikuti Piala Dunia U-20 di RI https://t.co/Hy4P1tEVlA",-0.2732,Negatif
"Halo Laa!!
Jika Anda ingin menjadi tuan rumah, Anda harus mengikuti peraturan FIFA. Bukan sebaliknya pak dewan!!!!

Polemik Timnas Israel di Piala Dunia U-20, Politisi PDIP: Melarang Bendera dan Menyanyikan Lagu Kebangsaan!



https://t.co/VzQqtusQOg",0.3544,Positif
