Hasil,Nilai,Sentimen,Compound_Score,Sentiments
fakta piala indonesia tantang bintang eropa kontroversi israel kutukan juara bertahan indonesia tuan rumah turnamen fifa,0,netral,0.1779,Positif
menteri pemuda olahraga zainudin amali pemerintah indonesia tuan rumah menggelar piala mei juni pialaduniau timnas,0,netral,0,Netral
menpora pastikan persiapan piala berjalan tuan rumah infosepakbola sepakbola,0,netral,0,Netral
menpora tegaskan indonesia tuan rumah piala,1,positif,0,Netral
piala menpora indonesia tuan rumah infosepakbola sepakbola,1,positif,0,Netral
menpora pastikan persiapan piala berjalan tuan rumah,1,positif,0,Netral
yinfo zainudin amali menteri pemuda olahraga pemerintah indonesia tuan rumah menggelar piala mei juni tahun,1,positif,0,Netral
menpora indonesia tuan rumah piala,1,positif,0,Netral
piala menpora indonesia tuan rumah,1,positif,0,Netral
menpora indonesia tuan rumah piala,-1,negatif,0,Netral
menpora indonesia tuan rumah piala,1,positif,0,Netral
menpora indonesia tuan rumah piala temposport,1,positif,0,Netral
pemerintah persiapkan tuan rumah piala,1,positif,0,Netral
pemerintah persiapkan tuan rumah piala,1,positif,0,Netral
pemerintah persiapkan tuan rumah piala,1,positif,0,Netral
menpora indonesia tuan rumah piala,1,positif,0,Netral
indonesia tuan rumah piala mei juni,1,positif,0,Netral
peluang stadion gelora tomo gbt surabaya tuan rumah piala jalan keluhan tim vietnam bau sampah berpengaruh gelorabungtomo,1,positif,0.1531,Positif
tuan rumah piala stadion manahan solo dipuji fifa,1,positif,0.4939,Positif
afc jatah lolos piala indonesia indonesia tuan rumah,1,positif,0,Netral
diipantau fifa tuan rumah piala menpora dikeluhkan vietnam,1,positif,-0.4019,Negatif
menpora indonesia tuan rumah piala,0,netral,0,Netral
piala kalinya digelar indonesia indonesia baiknya tuan rumah kesan kenangan negara,0,netral,0.4404,Positif
rabu lintasbantensore indonesia tuan rumah piala via,0,netral,0,Netral
indonesia tuan rumah piala digelar mei juni,0,netral,0,Netral
indonesia tuan rumah piala menpora stadion utama pendukung indonesia pialadunia pialaduniau worldcup fifa fifaworldcupu menpora zainudinamali stadion,1,positif,0.4404,Positif
enam stadion tuan rumah laga piala,1,positif,0,Netral
apresiasi fifa timnas indonesia lolos piala asia tuan rumah piala,1,positif,0.5106,Positif
penyelenggaraan piala momen terlupakan negara peserta indonesia menpora memaksimalkan hospitality kota tuan rumah penyelenggaraan piala kalinya indonesia gaspol prestasi olahraga,1,positif,-0.2263,Negatif
stadion jalak harupat kabupaten bandung salah venue tuan rumah piala indonesia timesindonesia ketahananinformasi indonesiabangkit,1,positif,-0.4767,Negatif
catatan indonesia lolos otomatis berstatus tuan rumah piala,1,positif,0,Netral
sukses tuan rumah kualifikasi grup piala asia stadion gelora tomo mendorong kesiapan surabaya jawa timur salah arena piala mei juni nusantara adadikompas,-1,negatif,0.3818,Positif
sukses tuan rumah kualifikasi grup piala asia stadion gelora tomo mendorong kesiapan surabaya jawa timur salah arena piala mei juni nusantara adadikompas,1,positif,0.3818,Positif
sukses tuan rumah kualifikasi grup piala asia stadion gelora tomo mendorong kesiapan surabaya jawa timur salah arena piala mei juni nusantara adadikompas,1,positif,0.3818,Positif
indonesia tuan rumah piala ariel noah tugas ketum pssi tribunnews,1,positif,0,Netral
indonesia tuan rumah piala ariel noah tugas ketum pssi tribunnews arenanews ikuti twitter kamidipus kotakmi,1,positif,0,Netral
menteri pemuda olahraga piala momen terlupakan indonesia tuan rumah,1,positif,-0.2263,Negatif
indonesia dipercaya tuan rumah piala meluncurkan maskot piala bernama bacuya persiapannya primetimenewsmetrotv persiapan indonesia tuan rumah piala senin wib,1,positif,0.2023,Positif
indonesia tuan rumah piala menjanjikan momen terlupakan negara negara peserta indonesia jokowi gas pol prestasi olahraga,1,positif,0.1779,Positif
menteri pemuda olahraga piala momen terlupakan indonesia tuan rumah,1,positif,-0.2263,Negatif
kabar fifa menghapus stadion gelora tomo gbt daftar venue piala pssi berharap gbt tuan rumah ttd security official viva,1,positif,0.6369,Positif
piala momen terlupakan rencana digelar indonesia mei juni diikuti negara indonesia tuan rumah enam stadion disiapkan piala stadion utama gelora karno jakarta,1,positif,-0.2263,Negatif
menteri pemuda olahraga piala momen terlupakan indonesia tuan rumah,1,positif,-0.2263,Negatif
menteri pemuda olahraga zainudin amali memaksimalkan hospitality enam kota tuan rumah penyelenggaraan piala kalinya digelar indonesia,0,netral,0,Netral
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,0,netral,0.7096,Positif
gaet noah ciptakan lagu resmi indonesia tuan rumah piala infosepakbola sepakbola,0,netral,0.2732,Positif
negara kesempatan tuan rumah ajang bergengsi sekelas piala pemerintah indonesia kesuksesan event bergengsi,0,netral,0.7579,Positif
kabar fifa menghapus stadion gelora tomo gbt daftar venue piala pssi berharap gbt tuan rumah,1,positif,0.4215,Positif
kabar fifa menghapus stadion gelora tomo gbt daftar venue piala pssi berharap gbt tuan rumah,1,positif,0.4215,Positif
indonesia tuan rumah piala,1,positif,0,Netral
kabar fifa menghapus stadion gelora tomo gbt daftar venue piala pssi berharap gbt tuan rumah,1,positif,0.4215,Positif
tuan rumah piala membuka kesempatan indonesia dipercaya fifa tuan rumah ajang internasional bergengsi jokowi gas pol prestasi olahraga,1,positif,0.6908,Positif
persiapan matang piala momen terlupakan kesempatan emas indonesia dipercaya fifa tuan rumah ajang international bergengsi gas pol prestasi olahraga,1,positif,0.6808,Positif
kabar fifa menghapus stadion gelora tomo gbt daftar venue piala pssi berharap gbt tuan rumah,-1,negatif,0.4215,Positif
menpora memaksimalkan hospitality enam kota tuan rumah penyelenggaraan piala kalinya digelar indonesia gas pol prestasi olahraga,1,positif,0,Netral
menpora piala terselenggara sukses meningkatkan nilai tawar indonesia membuka kesempatan indonesia dipercaya fifa tuan rumah ajang internasional gas pol prestasi olahraga,1,positif,0.8689,Positif
piala momen terlupakan negara negara peserta menpora memaksimalkan hospitality enam kota tuan rumah piala kalinya digelar indonesia gaspool prestasi olahraga,1,positif,-0.2263,Negatif
piala digelar indonesia mei juni diikuti negara indonesia tuan rumah keren jokowi gas pol prestasi olahraga,1,positif,0.3182,Positif
pemerintah jokowi kemenpora sesempurna piala thn momen terlupakan dikala indonesia tuan rumah,1,positif,0.4215,Positif
piala momen terlupakan zainudin memaksimalkan hospitality enam kota tuan rumah penyelenggaraan piala kalinya digelar indonesia gas pol prestasi olahraga,1,positif,-0.2263,Negatif
indonesia tuan rumah bacuya maskot piala digelar,1,positif,0,Netral
luncurkan maskot bacuya menpora nyatakan indonesia tuan rumah piala,1,positif,0.128,Positif
tuan rumah piala pemerintah dukungan doa masyarakat,1,positif,0.4019,Positif
menpora bicara persiapan indonesia tuan rumah piala,1,positif,0,Netral
indonesia dipercaya tuan rumah piala meluncurkan maskot piala bernama bacuya persiapan saksikan primetimenewsmetrotv persiapan indonesia tuan rumah piala senin wib,1,positif,0.2023,Positif
zainudin amali menjanjikan penyelenggaraan piala momen terlupakan negara peserta indonesia memaksimalkan hospitality kota tuan rumah penyelenggaraan piala kalinya digelar indonesia,0,netral,0.1531,Positif
piala asia uzbekistan penentuan lolos piala indonesia indonesia lolos tuan rumah,0,netral,0.4019,Positif
maskot piala resmi diluncurkan menpora amali tekankan indonesia tuan rumah,0,netral,0.128,Positif
indonesia resmi tuan rumah penyelenggaraan piala ajang dijadwalkan mei juni gimana tanggapan sobat vdvc vdvctalk pialadunia pialadunia pssi arielnoah iwanbule,0,netral,0,Netral
indonesia tuan rumah piala menpora amali pesan masyarakat,1,positif,0,Netral
indonesia tuan rumah gelaran piala tahun tuan rumah indonesia mengenalkan maskot ajang,1,positif,0,Netral
selamat timnas berhasil lolos piala asia pembuktian tuan rumah piala jalur akselerasi,1,positif,0.7964,Positif
selamat timnas berhasil lolos piala asia uzbekistan pembuktian tuan rumah piala bolalobfootball timnas,1,positif,0.7964,Positif
tahun nonton timnas senior piala asia nonton timnas piala asia nonton timnas piala tuan rumah mentalitas pemain timnas level berbeda terimakasih coach shin tae yong gausah gr,1,positif,0.3612,Positif
bacuya dipilih maskot resmi piala merepresentasikan salah satwa langka indonesia menjaga kelestarian eksistensi badak jawa terancam punah indonesia dipilih tuan rumah piala mei juni,1,positif,0,Netral
sobatpora menjelang piala tahun menpora amali menghadiri peluncuran maskot ajang menpora amali kesempatan indonesia tuan rumah dimanfaatkan kemenpora pemudamajuolahragajaya,-1,negatif,0.4767,Positif
maskot piala diluncurkan menpora amali tekankan indonesia tuan rumah goriau,1,positif,0.128,Positif
sosok berandil yakinkan fifa pilih indonesia tuan rumah piala,1,positif,0.4019,Positif
fifa pilih indonesia tuan rumah piala presiden jokowi dukungan penuh celebritiesdotid infocelebterkini,1,positif,0.4019,Positif
peluncuran maskot piala menpora amali indonesia manfaatkan maksimal tuan rumah,1,positif,0,Netral
indonesia tuan rumah piala maskot bacuya diperkenalkan pssi publik,1,positif,0,Netral
indonesia tuan rumah piala harapan menpora menteri pemuda olahraga menpora zainudin amali harapan jelang penyelenggaraan piala berharap perhelatan dijadikan sarana,1,positif,0.6908,Positif
doa terbaik cahya supriadi semoga cepat pulih cidera hebat laga jam melawan hongkong semoga pulih gelaran piala diselenggarakan indonesia sejarah tuan rumah turnamen fifa,1,positif,0.6597,Positif
jakarta international stadium triliun gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa gagal kualifikasi afc gagal melawan curacao gagal barca amp juve sukses ibadah,1,positif,-0.9531,Negatif
gibran sukses menyelenggarakan trade investment and industry working group tiiwg presidensi indonesia solo tahun solo salah tuan rumah piala kesiapan standar fifa,1,positif,0.2732,Positif
jakarta international stadium triliun gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa gagal kualifikasi afc gagal melawan curacao gagal barca amp juve sukses ibadah,1,positif,-0.9531,Negatif
jis gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa gagal kualifikasi afc gagal melawan curacao gagal barca amp juve sukses rumah ibadahnya pemujanya,1,positif,-0.946,Negatif
jis gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa gagal kualifikasi afc gagal melawan curacao gagal barca amp juve sukses rumah ibadahnya antek,0,netral,-0.9531,Negatif
meraih tiket piala asia ajang test event stadion gelora tomo gbt calon tuan rumah piala,0,netral,0.5719,Positif
didirikan solo apr indonesia piala perancis bergabung fifa bergabung afc tuan rumah asian games indonesia piala jepang tuan rumah piala asia thailand malaysia amp vietnam prestasi nol,0,netral,0.5267,Positif
jakarta international stadium triliun gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa lantas banggakan jakartabunghajat aniesbaswedan,0,netral,-0.8779,Negatif
indonesia tuan rumah piala jokowi menpora benahi stadion sesuai standar fifa jenoxvogue ios seokjin konser bjorka sabrina fikri zendaya,1,positif,0,Netral
world gelar tahun pandemi ditunda fifa bidding tuan rumah piala tanggal mei jis tanah gak jis salah veneu world,1,positif,-0.2023,Negatif
jakarta international stadium triliun gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa gagal kualifikasi afc gagal melawan curacao gagal barca amp juve sukses ibadah,1,positif,-0.9531,Negatif
pendukung anies paham gak jis layak menyelenggarakan fifa match day akses fasilitas penunjangnya ngerti gak gbt mesti bersolek tuan rumah piala sekitaran gbt,1,positif,0.7003,Positif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa kawaljokowi,1,positif,0.7096,Positif
indonesia tuan rumah piala presiden jokowi jajaran percepat persiapan,1,positif,0,Netral
gelaran kualifikasi piala afc grup stadion gelora tomo surabaya september pemerintah kota surabaya mengajak warga hadir tertib tuan rumah,-1,negatif,0,Netral
salah ku jis senilai triliun gagal tuan rumah piala gagal markas persija gagal standart liga standart fifa pssi gagal kualifikasi afc gagal barca amp juve sukses ibadah,1,positif,-0.9081,Negatif
indonesia tuan rumah piala jokowi menpora benahi stadion sesuai standar fifa,1,positif,0,Netral
jakarta international stadium triliun gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa gagal kualifikasi afc gagal melawan curacao gagal barca amp juve sukses ibadah,1,positif,-0.9531,Negatif
fasilitas pemusatan latihan nasional piala anggaran tahunan pssi indonesia tuan rumah,1,positif,0,Netral
jakarta international stadium triliun gagal tuan rumah piala gagal markas persija gagal standar liga gagal standar fifa gagal kualifikasi afc gagal melawan curacao gagal barca amp juve sukses ibadah,1,positif,-0.9531,Negatif
pengen banget ina tuan rumah piala tim senior messi ronaldo ramos maria dkk pensiun mangkanya pingit sugbk piala konser tahun event bola tahun,1,positif,0.1513,Positif
konser gede nyebut gbk lengkap lengkapnya stadion utama gelora karno sugbk pliss nunggu piala selesai biar rumput rusak pengen buktiin negara ina tuan rumah piala,1,positif,-0.4215,Negatif
tolol pengurus pssi sesuai fifa sdh bench faktanya pssi dipercaya fifa tuan rumah piala opsi piala asia tolol berisik,1,positif,-0.6486,Negatif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa tahun,1,positif,0.7096,Positif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.7096,Positif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.7096,Positif
jokowi kabinetnya mempercepat penyelesaian persiapan indonesia tuan rumah piala rest in peace fifa eriska ceritahaid shopeeidxstayc,0,netral,0.5423,Positif
indonesia berhasil kepercayaan tuan rumah piala jokowi membangunnkri indonesiamembangun,0,netral,0.7096,Positif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,0,netral,0.7096,Positif
presiden jokowi pimpin rapat persiapan indonesia tuan rumah piala fifa tahun,0,netral,0,Netral
melejit indonesia tuan rumah piala tahun,1,positif,0,Netral
persiapan tuan rumah piala fifa,1,positif,0,Netral
persiapan tuan rumah piala fifa via,1,positif,0,Netral
situasi pandemi covid fifa menunda pagelaran tahun menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.5719,Positif
situasi pandemi covid fifa menunda pagelaran tahun menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.5719,Positif
menpora pipa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.7096,Positif
kamis tanggal september presiden menggelar rapat terbakar istana merdeka jakarta terkait persiapan indonesia tuan rumah piala fifa tahun,-1,negatif,-0.34,Negatif
ketua umum pssi mochamad iriawan rapat kabinet terbatas digelar presiden joko jokowi widodo terkait persiapan indonesia tuan rumah gelaran piala,1,positif,-0.2263,Negatif
rapat indonesia tuan rumah piala presiden menpora geber standarisasi ala fifa,1,positif,0,Netral
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.7096,Positif
tuan rumah presiden jokowi persiapan piala dipercepat,1,positif,0,Netral
indonesia tuan rumah piala tahun ekonomi nasional melejit hadir rapat terbatas membahas perkembangan persiapan penyelenggaraan fifa world presiden istana merdeka,1,positif,0,Netral
jokowi kabinetnya mempercepat penyelesaian persiapan indonesia tuan rumah piala tempobola,1,positif,0,Netral
indonesia tuan rumah piala fifa presiden jokowi gelar rapat terbatas,1,positif,-0.2263,Negatif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.7096,Positif
indonesia ditetapkan tuan rumah piala fifa tahun pandemi fifa menunda pagelaran menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala,1,positif,0.6249,Positif
tuan rumah piala presiden perintahkan persiapannya dipercepat,1,positif,0,Netral
indonesia tuan rumah piala fifa presiden jokowi gelar rapat terbatas,1,positif,-0.2263,Negatif
indonesia tuan rumah piala jokowi siapkan infrastruktur sesuai standar fifa,0,netral,0.2263,Positif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,0,netral,0.7096,Positif
tuan rumah piala jokowi menpora penuhi standar fifa presiden jokowi memerintahkan menpora memperbaiki fasilitas stadion sesuai standar fifa rangka tuan rumah piala,0,netral,0.25,Positif
jokowi pastikan kesiapan indonesia tuan rumah piala,0,netral,0.25,Positif
jokowi pastikan kesiapan indonesia tuan rumah piala,1,positif,0.25,Positif
indonesia ditetapkan tuan rumah piala fifa tahun pandemi fifa menunda tahun menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.6249,Positif
jokowi pastikan kesiapan indonesia tuan rumah piala,1,positif,0.25,Positif
menpora fifa mengapresiasi komitmen pemerintah indonesia tuan rumah piala fifa,1,positif,0.7096,Positif
fifa puji komitmen jokowi matangkan persiapan tuan rumah piala fifa indonesia tuan rumah piala tahun pelaksanaannya tertunda lantaran pandemi covid,1,positif,0.6369,Positif
persiapan tuan rumah piala jokowi perintahkan menpora perbaiki fasilitas olahraga temponasional,1,positif,0,Netral
eq news tertunda tahun indonesia tuan rumah piala digelar nama piala pastinya acara ditonton indonesia,-1,negatif,0.1027,Positif
berharap tuan rumah optimis yaa apa-apa piala indonesia biar hajatannya piala asia,1,positif,0.6369,Positif
piala pencalonan indonesia tuan rumah piala asia salah faktor penyebab bbm anggaran negara kurangkah tanda,1,positif,-0.3182,Negatif
mending korea selatan indonesia tahun tuan rumah piala qatar tuan rumah piala,1,positif,0,Netral
indonesia mengajukan proposal tuan rumah piala asia juni piala asia juni juli terpaut piala digelar indonesia,1,positif,0,Netral
ketua umum pssi mochamad iriawan update terbaru terkait persiapan indonesia tuan rumah piala kurangi venue banggasepakbolakita,1,positif,0,Netral
ketua umum pssi mochamad iriawan update terbaru terkait persiapan indonesia tuan rumah piala kurangi venue banggasepakbolakita,1,positif,0,Netral
gelaran afc referensi venue piala surabaya rencana tuan rumah event tahunan kota surabaya persiapkan stadion pialaasiau pialaduniau pssi stadiongelorabungtomo olahraga,1,positif,0,Netral
tuan rumah piala stadion indonesia catatan fifa,1,positif,0,Netral
pemerintah pssi matangkan persiapan tuan rumah piala,1,positif,0,Netral
isu gbt batal tuan rumah piala eri cahyadi terima surat pssi,1,positif,-0.2263,Negatif
surabaya tuan rumah piala afc wali kota eri cahyadi syarat piala terapkan celebritiesdotid infocelebterkini surabaya pialaaff ericahyadi,1,positif,0,Netral
stadion gelora tomo gbt kabarnya batal tuan rumah piala wali kota surabaya eri cahyadi mengaku kabar stadiongbt,0,netral,0.296,Positif
beritajatim konon gbt batal tuan rumah piala wali kota eri bereaksi gelorabungtomo pialadunia walikotaeri,0,netral,0,Netral
gadisgadisremajajkt tahun indonesia tuan rumah piala,0,netral,0,Netral
logo piala diluncurkan menpora mari sukseskan indonesia tuan rumah sindonews bukanberitabiasa,0,netral,0.6486,Positif
dukungan masyarakat kunci sukses indonesia tuan rumah piala pialadunia timnasindonesia,1,positif,0.7506,Positif
logo resmi piala dirilis menpora doakan kesuksesan indonesia tuan rumah,1,positif,0.7184,Positif
fifa agustus kemarin merilis logo piala indonesia udah sabar tuan rumah,1,positif,0,Netral
sibuk ngurusin euforia indonesia juara gasadar tuan rumah piala bes,1,positif,0.8979,Positif
indonesia tuan rumah lambang resmi piala diluncurkan lambang resmi piala indonesia diluncurkan fifa peluncuran bertepatan perayaan kemerdekaan indonesia beritabaik timesindonesia ketahananinformasi,1,positif,0.25,Positif
timnas jatah piala larena tuan rumah otomatis lolos piala asia,1,positif,0.296,Positif
indonesia tuan rumah piala tahun desain logo diluncurkan fifa mewakili semangat indonesia antusiasme tinggi sepak bola,-1,negatif,0.6249,Positif
indonesia tuan rumah piala,1,positif,0,Netral
senang indonesia lolos piala lolos tuan rumah piala maximum trigger pembelajaran federasi klub menciptakan timnas konsisten berkualitas level asia,1,positif,0.6908,Positif
memalukan timnas era evan dimas kawan-kawan gembar gembor target piala selandia ngadain tur nusantara jilid lolos sea vietnam tuan rumah myanmar juara timnya marko grujic alias serbia,1,positif,0.3182,Positif
stadion gbt surabaya dikabarkan batal salah venue tuan rumah piala ketua umum ketum pssi mochamad iriawan,1,positif,-0.4767,Negatif
surabaya batal tuan rumah piala penjelasan ketua pssi,1,positif,-0.2263,Negatif
penjelasan pssi persebaya urung tuan rumah piala,1,positif,-0.5106,Negatif
pssi kabar stadion gbt batal tuan rumah piala,1,positif,0,Netral
alasan indonesia tuan rumah piala sportstars,1,positif,0,Netral
alasan indonesia tuan rumah piala sportstars arenanews,1,positif,0,Netral
stadion indonesia batal tuan rumah piala halaman bolasport,1,positif,-0.2263,Negatif
stadion indonesia batal tuan rumah piala halaman bolasport arenanews,1,positif,-0.2263,Negatif
ayo tuan rumah gimana tuan rumah piala,0,netral,0,Netral
gbk dipake konser tuan rumah piala gbk salah venuenya,0,netral,-0.4767,Negatif
sah indonesia tuan rumah piala piala asia digelar tahun dpn berdasarkan fifa afc kemenporari pssi pialadunia pialaasia worldcup afccup fifa afc gindonesia recoverytogether recoverystronger,0,netral,0,Netral
kesadaran supporter emang federasi supporter berbenah semoga kejadian jis terulang tuan rumah piala,0,netral,0.8225,Positif
penyelenggaraan piala indonesia dinilai media online korea selatan layak tuan rumah piala asia,1,positif,0.4404,Positif
gubernur jawa timur khofifah indar parawansa wali kota eri cahyadi menindaklanjuti arahan fifa terkait kekurangan kekurangan surabaya tuan rumah piala,1,positif,-0.25,Negatif
gubernur khofifah walikota eri matangkan kesiapan surabaya tuan rumah piala,1,positif,0.25,Positif
penyelenggaraan piala indonesia dinilai media online korea selatan layak tuan rumah piala asia,1,positif,0.4404,Positif
mepet piala indonesia dinilai layak tuan rumah piala asia via mmansion mmansionindo mindo mlaliga,1,positif,0.4404,Positif
maju calon tuan rumah piala asia indonesia fifa tuan rumah piala alasan media korsel indonesia layak tuan rumah piala asia,1,positif,0,Netral
maju calon tuan rumah piala asia indonesia fifa tuan rumah piala alasan media korsel indonesia layak tuan rumah piala asia,-1,negatif,0,Netral
indonesia dianggap layak tuan rumah piala asia mepet piala,1,positif,0.4404,Positif
bertemu walikota eri khofifah kesiapan surabaya tuan rumah piala,1,positif,0.25,Positif
ketahui indonesia memiliki agenda tuan rumah piala australia tuan rumah piala wanita penumpukan event menyebabkan terhambatnya persiapan piala asia,1,positif,0,Netral
maju calon tuan rumah piala asia indonesia fifa tuan rumah piala alasan media korsel indonesia layak tuan rumah piala asia,1,positif,0,Netral
gubernur khofifah bertemu walikota eri bahas kesiapan surabaya tuan rumah piala,1,positif,0.25,Positif
bring back buk tisha agara tuan rumah kayak piala,1,positif,0.3612,Positif
media vietnam menyoroti kegagalan timnas indonesia piala aff indonesia kehilangan harga tuan rumah piala kumparanbola,1,positif,-0.2023,Negatif
timnas indonesia berangkat eropa menjalani pemusatan latihan tc persiapan piala dimana indonesia menyandang status tuan rumah,1,positif,0,Netral
indonesia piala tercatat sejarah jalur tuan rumah,1,positif,0,Netral
hormat iwan bule tolong federasi maksimal youth development bikin liga turnamen bersaing tahun tuan rumah piala,1,positif,0.6597,Positif
lue boikot aff indonesia diboikot gak tuan rumah piala,1,positif,-0.5574,Negatif
udah gausah hati lupain aff gamasuk kalender fifa fokus piala tuan rumah loh,0,netral,0.3412,Positif
nak tahun timnas indonesia kelompok umur lolos piala tuan rumah poin fase penyisihan grub,0,netral,0,Netral
kegunaannya jis gagal tuan rumah piala fifa sayang udh bikin mahal pakai duit minjem pemerintah pusat sholatnya kadrun drunnn,0,netral,-0.5423,Negatif
suka suka israel bermain indonesia tahun piala enam stadion jakabaring gbk jalak harupat manahan tomo kapten wayan dipta tuan rumah,0,netral,0.34,Positif
keuntungan indonesia tahun indonesia tuan rumah piala infrastruktur dibutuhkan piala asia,1,positif,0.25,Positif
semoga malam flare smoke petasan yaa lob sesuai regulasi fifa mudah mudahan gak asa sanksi indonesia penyelenggara tuan rumah piala bidding piala asia bolalobfootball,1,positif,0.7952,Positif
nyalonin tuan rumah piala asia tuan rumah piala,1,positif,0,Netral
tahun gak rasain nonton bola nge boo in national anthem negara tuan rumah piala loh tahun gakebayang,1,positif,-0.2755,Negatif
pembukaan fornas sumsel tuan rumah piala,1,positif,0,Netral
menpora ri zainuddin amali masyarakat pemda sumsel salah tuan rumah piala publisherstory,1,positif,0,Netral
dayat piala penyelenggaranya fifa indonesia sbgai tuan rumah curiga sma israel urus partaimu beserta kadermu doyan selangkangan amp terlibat teroris,-1,negatif,-0.1779,Negatif
indonesia tuan rumah piala fifa israel lolos piala sdh konsekuensi legowo menerimanya mencintai palestina wujud menghormati fifa israel sahabat malaysia,1,positif,0.9531,Positif
pikiranmu dengkul satukan olahraga politik samakan jaman soekarno indonesia tuan rumah paham gak hnw kritik menpora izinkan timnas israel piala ri,1,positif,0.4738,Positif
lae klu tuan rumah ikuti peraturan fifa dewan polemik timnas israel piala politikus pdip larang kibarkan bendera nyanyikan lagu kebangsaan,1,positif,-0.5574,Negatif
sekelas aturan fifa memalukan wooy piala pertandingan persahabatan amp negara israel resmi lolos piala indonesia tuan rumah berhak melarang israel bertanding,1,positif,-0.4588,Negatif
pa squad zionis bermain indonesia pa menyarankan israel bermain negeri indonesia tuan rumah piala tahun soekarno memerintahkan timnas indonesia menolak bertanding melawan israel,1,positif,0.6124,Positif
indonesia tuan rumah negara lolos piala olahraga pialadunia sepakbola,1,positif,0,Netral
piala oke piala asia tercatat tuan rumah udh susah payah lolos kualifikasi,1,positif,0.1363,Positif
klo sekelas mpr berkomentar sodara yaudah ikhlasin indonesia tuan rumah piala tahun simple kann,1,positif,0.5574,Positif
timnas israel piala sikap indonesia tuan rumah tempoindonesiana,1,positif,0,Netral
venue piala asia piala dipisah tuan rumah,1,positif,0,Netral
venue piala asia piala dipisah tuan rumah,1,positif,0,Netral
simpulkan indonesia mundur tuan rumah piala indonesia menerima timnasnya supporternya fifa bertindak federasi sepakbola indonesia sanksi,0,netral,0.6124,Positif
indonesia tuan rumah piala daftar stadion pertandingan,0,netral,0,Netral
hasilnya stadion markas persis solo dinyatakan lolos verifikasi gibran rakabuming raka stadion manahan cocok pembukaan piala kemarin pas rapat mengajukan tuan rumah pembukaan,0,netral,0,Netral
israel bermain negeri indonesia tuan rumah piala seru kelanjutannya pemerintah membereskan wibawa negara internasional,0,netral,0.7906,Positif
indonesia tuan rumah piala tahun penasaran menunggu menunggu pertandingannya lolosnya israel israel tiket putaran final piala,1,positif,0.3182,Positif
indonesia indonesia tim lolos berstatus tuan rumah indonesia lolos piala youth lolos tahun pelatih shin tae yong marselino ferdinand ronaldo kwateh,1,positif,0,Netral
alasan indonesia layak tuan rumah piala,1,positif,0,Netral
pssi semangat tuan rumah kejuaraan sepakbola pssi dukungan menpora presiden jokowi mengajuksn tuan rumah piala asia cakep piala piala asia bolalobfootball,1,positif,0.8176,Positif
alasan pemerintah pssi tuan rumah piala asia jadwalnya piala,1,positif,0,Netral
indonesia lolos otomatis tuan rumah daftar tim piala wc nxgn,1,positif,0,Netral
indonesia terpilih tuan rumah piala piala mei juni piala asia rencananya bergulir juni juli tahun,-1,negatif,0,Netral
indonesia tuan rumah perang rusia ukraina disaat indonesia tuan rumah piala israel lolos piala indonesia angka,1,positif,-0.5994,Negatif
piala pssi usahain tuan rumah piala asia,1,positif,0,Netral
israel lolos piala semoga indonesia tuan rumah bersikap profesional bikin malu nama indonesia dikancah internasional,1,positif,0.0772,Positif
bismillah tahun tuan rumah dobel piala piala asia,1,positif,0,Netral
indonesia setujui usulan tuan rumah piala asia jadwalnya berdekatan piala,1,positif,0.2023,Positif
menerima israel tamu resikonya demo benci masyarakat muslim menolak israel tamu resikonya banned fifa mati sepakbola tanah air ranking jatoh indonesia mengundurkan tuan rumah piala demo banned,1,positif,-0.9442,Negatif
indonesia tuan rumah piala pssi pemerintah permasalahkan israel goriau,1,positif,-0.2732,Negatif
tuan rumah piala pssi pemerintah permasalahkan keikutsertaan israel,1,positif,-0.2732,Negatif
